City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
269,belev,53.8119,36.1319,274.96,83,11,2.14,RU,1683682872
270,ambon,-3.6954,128.1814,302.23,79,40,2.57,ID,1683682872
271,northam,51.0333,-4.2167,284.63,96,64,6.5,GB,1683682872
272,remire-montjoly,4.9167,-52.2667,299.17,94,75,2.06,GF,1683682844
273,margate,51.3813,1.3862,283.88,91,99,1.34,GB,1683682799
274,iyidere,41.0119,40.3619,286.13,90,97,1.06,TR,1683682873
275,nikolayevsk-on-amure,53.1406,140.73,277.85,69,100,2.09,RU,1683682734
276,mozarlandia,-14.7447,-50.5706,296.21,60,100,1.88,BR,1683682874
277,qalat,32.1058,66.9083,292.78,17,43,0.78,AF,1683682875
278,rodniki,57.1051,41.7305,276.64,71,24,2.13,RU,1683682875
279,nacozari de garcia,30.3742,-109.6908,294.21,13,0,4.31,MX,1683682875
280,naifaru,5.4444,73.3657,302.12,76,97,5.58,MV,1683682876
281,ghat,24.9647,10.1728,292.41,35,63,6.04,LY,1683682399
282,buka,40.8108,69.1986,294.09,29,4,0.93,UZ,1683682876
283,martakert,40.2104,46.821,287.03,93,100,0.66,AZ,1683682877
284,visakhapatnam,17.69,83.2093,303.09,94,20,1.03,IN,1683682877
285,abhar,36.1468,49.218,284.85,85,100,1.39,IR,1683682878
286,urangan,-25.3,152.9,294.47,64,25,8.68,AU,1683682878
287,santyoku,37.4406,129.1708,291.4,47,100,2.05,KR,1683682878
288,shuangjiang,26.1547,109.7138,290.03,97,100,1.08,CN,1683682879
289,inongo,-1.95,18.2667,294.53,94,100,1.35,CD,1683682879
290,selkirk,50.1436,-96.8845,293.19,52,40,2.37,CA,1683682872
291,guerrero negro,27.9769,-114.0611,288.84,77,0,9.27,MX,1683682671
292,hegang,47.4,130.3667,287.92,38,25,2.37,CN,1683682880
293,taoudenni,22.6783,-3.9836,304.54,13,100,4.0,ML,1683682881
294,el nido,11.1858,119.3956,302.85,69,100,1.07,PH,1683682679
295,nemuro,43.3236,145.575,280.52,90,99,8.16,JP,1683682724
296,lihue,21.9789,-159.3672,299.92,69,100,7.2,US,1683682626
297,gadzhiyevo,69.2551,33.3362,274.65,99,100,3.48,RU,1683682725
298,puerto aysen,-45.4,-72.7,282.95,92,92,0.68,CL,1683682882
299,mammoth lakes,37.6485,-118.9721,281.55,23,100,7.2,US,1683682609
300,eirunepe,-6.6603,-69.8736,294.63,100,100,1.33,BR,1683682883
301,weno,7.4515,151.8468,301.12,83,100,1.54,FM,1683682733
302,mirpur sakro,24.5474,67.6277,300.59,69,9,5.14,PK,1683682884
303,tonga,-20.0,-175.0,300.13,77,1,3.79,TO,1683682884
304,praia da vitoria,38.7333,-27.0667,291.9,94,75,6.49,PT,1683682617
305,wanxian,30.8039,108.3897,288.92,95,100,1.54,CN,1683682885
306,minas de marcona,-15.2119,-75.1103,288.55,86,61,4.51,PE,1683682560
307,malpura,26.2833,75.3833,302.36,15,0,2.55,IN,1683682886
308,santa vitoria do palmar,-33.5189,-53.3681,285.23,76,20,2.24,BR,1683682844
309,tynda,55.1667,124.7167,283.61,38,4,0.73,RU,1683682886
310,kuta,-8.7233,115.1723,301.12,88,75,4.12,ID,1683682658
311,sivrice,38.4482,39.3084,277.71,93,0,2.06,TR,1683682887
312,afaahiti,-17.75,-149.2833,301.08,83,50,7.13,PF,1683682578
313,sejny,54.108,23.347,277.28,72,16,2.04,PL,1683682888
314,paita,-5.0892,-81.1144,298.33,76,0,6.52,PE,1683682568
315,lensk,60.7253,114.9278,279.45,94,100,2.3,RU,1683682888
316,taro,-8.3862,115.28,297.15,73,100,1.1,ID,1683682834
317,peterhead,57.5058,-1.7981,282.84,95,93,2.4,GB,1683682889
318,uturoa,-16.7333,-151.4333,300.65,75,49,4.53,PF,1683682725
319,yeongdong,36.175,127.7764,294.47,34,100,1.33,KR,1683682890
320,bardai,11.65,7.2333,300.14,18,55,3.36,NG,1683682890
321,lycksele,64.5954,18.6735,281.08,66,40,1.54,SE,1683682891
322,corinto,37.9407,22.9573,289.76,85,100,1.93,GR,1683682891
323,chato,-2.6378,31.7669,290.86,94,100,2.02,TZ,1683682892
324,ephraim,39.3597,-111.5863,287.51,39,99,2.23,US,1683682892
325,oberstdorf,47.4,10.2833,284.22,94,100,1.34,DE,1683682892
326,bengkulu,-3.8004,102.2655,301.2,68,30,0.61,ID,1683682708
327,papao,-17.75,-149.55,301.97,81,25,4.96,PF,1683682893
328,hagi,34.4,131.4167,294.2,39,100,2.16,JP,1683682893
329,bushehr,28.9684,50.8385,303.2,26,40,3.09,IR,1683682894
330,tura,25.5198,90.2201,302.61,42,1,3.09,IN,1683682894
331,vila velha,-20.3297,-40.2925,295.34,97,0,0.51,BR,1683682638
332,kuruman,-27.4524,23.4325,285.77,58,1,3.37,ZA,1683682895
333,manggar,-2.8833,108.2667,302.91,73,100,4.47,ID,1683682895
334,camayenne,9.535,-13.6878,301.2,78,75,3.09,GN,1683682630
335,thunder bay,48.4001,-89.3168,286.14,40,0,3.09,CA,1683682368
336,hammerfest,70.6634,23.6821,279.4,70,20,0.0,NO,1683682624
337,zelenoborskiy,66.845,32.3622,274.16,100,100,1.71,RU,1683682897
338,concepcion del oro,24.6333,-101.4167,295.53,10,100,1.39,MX,1683682897
339,novaya igirma,57.1334,103.9112,280.03,85,100,3.28,RU,1683682897
340,calhoun,42.2506,-85.0005,292.18,28,0,0.0,US,1683682898
341,ayorou,14.7308,0.9174,304.42,16,87,2.24,NE,1683682898
342,arar,30.9753,41.0381,294.16,35,0,2.57,SA,1683682898
343,galle,6.0367,80.217,300.88,80,85,3.87,LK,1683682754
344,waynesboro,38.0685,-78.8895,286.56,96,0,0.0,US,1683682899
345,tailai,46.3833,123.4,289.45,13,0,1.69,CN,1683682900
346,san pedro,14.35,121.0167,303.9,75,40,1.54,PH,1683682900
347,berdigestyakh,62.0989,126.6992,279.57,92,53,5.14,RU,1683682901
348,jamsa,61.8642,25.19,279.55,73,99,2.33,FI,1683682901
349,tanout,14.9709,8.8879,300.07,9,87,1.66,NE,1683682901
350,carnarvon,-24.8667,113.6333,294.3,82,100,1.92,AU,1683682607
351,san pedro pochutla,15.7333,-96.4667,302.43,73,9,3.41,MX,1683682794
352,igrim,63.1906,64.4162,277.17,90,100,3.45,RU,1683682902
353,kawambwa,-9.7915,29.0791,286.73,78,86,2.48,ZM,1683682903
354,embrun,44.5639,6.4953,283.85,95,99,2.52,FR,1683682903
355,ust-nera,64.5667,143.2,275.69,47,100,4.4,RU,1683682581
356,yinchuan,38.4681,106.2731,287.12,61,100,0.38,CN,1683682904
357,zemio,5.0314,25.1361,293.25,98,100,1.62,CF,1683682650
358,bukoba,-1.3317,31.8122,292.47,87,91,3.4,TZ,1683682905
359,waddan,29.1614,16.139,290.44,61,44,9.95,LY,1683682905
360,linhares,-19.3911,-40.0722,295.44,80,100,0.47,BR,1683682905
361,lys'va,58.1086,57.8053,277.04,55,1,0.96,RU,1683682906
362,mont-dore,-22.2833,166.5833,298.14,59,1,3.66,NC,1683682906
363,ust'-charyshskaya pristan',52.3934,83.6635,282.34,91,100,3.37,RU,1683682906
364,afif,23.9065,42.9172,296.2,12,91,3.36,SA,1683682907
365,danli,14.0333,-86.5833,298.7,46,40,1.63,HN,1683682907
366,mount pleasant,32.7941,-79.8626,295.94,89,75,5.36,US,1683682810
367,lazaro cardenas,17.9583,-102.2,300.39,73,0,3.29,MX,1683682436
368,iquique,-20.2208,-70.1431,291.17,74,8,1.64,CL,1683682908
369,san antonio de pale,-1.4014,5.6325,301.14,81,29,4.23,GQ,1683682622
370,imbituba,-28.24,-48.6703,289.82,69,19,1.66,BR,1683682909
371,tsiombe,-25.3,45.4833,293.54,91,3,2.45,MG,1683682600
372,saryozek,44.3583,77.9753,291.16,27,3,2.44,KZ,1683682909
373,machali,-34.1833,-70.6667,291.12,30,27,0.89,CL,1683682910
374,tbeng meanchey,13.8167,104.9667,304.6,57,87,1.79,KH,1683682910
375,cidreira,-30.1811,-50.2056,289.86,81,0,2.07,BR,1683682685
376,constitucion,-35.3333,-72.4167,287.61,51,98,2.54,CL,1683682911
377,barra de santo antonio,-9.4047,-35.5072,297.75,82,2,1.91,BR,1683682911
378,taghazout,30.5426,-9.7112,293.58,43,0,1.38,MA,1683682911
379,deva,45.8833,22.9,277.63,95,8,1.16,RO,1683682912
380,viqueque,-8.8673,126.3658,300.3,80,100,2.79,TL,1683682912
381,erenhot,43.6475,111.9767,290.2,48,99,4.62,CN,1683682691
382,manokwari,-0.8667,134.0833,302.32,71,49,3.19,ID,1683682688
383,vikhorevka,56.1201,101.1636,282.92,87,100,3.86,RU,1683682913
384,'ain el turk,35.7438,-0.7693,293.53,52,0,4.12,DZ,1683682913
385,whiteville,34.3388,-78.7031,297.23,53,0,0.0,US,1683682913
386,sangmelima,2.9333,11.9833,293.31,99,100,1.89,CM,1683682914
387,bodo,67.28,14.405,284.69,68,100,5.66,NO,1683682914
388,nar'yan-mar,67.6713,53.087,271.76,86,99,4.92,RU,1683682698
389,brokopondo,4.75,-55.1667,297.77,88,99,3.91,SR,1683682915
390,yeppoon,-23.1333,150.7333,295.03,52,0,4.69,AU,1683682915
391,sydney,-33.8679,151.2073,293.33,51,20,5.66,AU,1683682310
392,brazzaville,-4.2658,15.2832,298.32,88,94,1.03,CG,1683682916
393,mek'ele,13.4967,39.4753,292.33,66,96,0.57,ET,1683682916
394,el granada,37.5027,-122.4694,290.95,76,100,9.77,US,1683682851
395,manta,-0.95,-80.7333,299.03,83,75,2.57,EC,1683682917
396,lebedyan',53.0194,39.1664,274.04,73,99,3.23,RU,1683682917
397,tromso,69.6496,18.957,278.36,87,75,1.03,NO,1683682917
398,uzhur,55.3036,89.8339,279.75,49,100,2.8,RU,1683682917
399,chinde,26.8418,88.0763,296.89,28,0,1.0,NP,1683682918
400,eyl,7.9803,49.8164,301.44,69,75,5.44,SO,1683682918
401,kill devil hills,36.0307,-75.676,290.15,76,75,5.14,US,1683682678
402,rostovka,55.3842,71.8891,279.42,41,3,1.31,RU,1683682919
403,sitka,57.0531,-135.33,285.09,54,0,2.57,US,1683682612
404,gisborne,-38.6533,178.0042,292.08,68,0,10.56,NZ,1683682920
405,horta,38.5333,-28.6333,290.94,97,99,6.71,PT,1683682920
406,belyy yar,53.6039,91.3903,281.09,81,40,5.0,RU,1683682621
407,urzhum,57.1141,49.9996,277.78,74,16,1.8,RU,1683682921
408,yamada,39.4667,141.95,289.34,56,1,0.99,JP,1683682921
409,melenki,55.3343,41.6295,276.62,73,18,1.8,RU,1683682921
410,ko pha ngan,9.7578,100.0291,300.53,74,100,3.84,TH,1683682922
411,atherton,53.5237,-2.4935,283.4,92,9,0.45,GB,1683682922
412,vadso,70.0744,29.7487,276.64,100,100,3.6,NO,1683682922
413,bardejov,49.2918,21.2727,280.05,93,18,1.16,SK,1683682923
414,mossel bay,-34.1831,22.146,289.95,78,78,3.31,ZA,1683682644
415,port blair,11.6667,92.75,302.4,77,94,9.29,IN,1683682923
416,laem sing,12.4816,102.0738,305.35,100,88,0.94,TH,1683682924
417,kamar mushani,32.8439,71.3669,300.9,28,0,0.73,PK,1683682924
418,changping,40.2186,116.2197,293.95,17,48,2.13,CN,1683682924
419,pariaman,-0.619,100.12,299.18,62,76,0.59,ID,1683682925
420,ornskoldsvik,63.2909,18.7153,276.68,93,40,0.0,SE,1683682925
421,pierre,44.3683,-100.351,297.66,43,0,5.14,US,1683682854
422,al kharijah,25.4514,30.5464,294.39,31,0,3.19,EG,1683682926
423,qashyr,53.0675,76.1036,283.0,34,90,4.13,KZ,1683682926
424,noumea,-22.2763,166.4572,298.14,58,1,3.19,NC,1683682926
425,alo,7.4178,6.7371,298.49,90,100,1.91,NG,1683682927
426,khabary,53.6259,79.5345,283.88,32,84,3.02,RU,1683682927
427,i-n-salah,27.1935,2.4607,297.27,21,95,4.09,DZ,1683682927
428,hithadhoo,-0.6,73.0833,301.1,73,84,4.26,MV,1683682596
429,siyabuswa,-25.1132,29.0445,288.33,58,4,0.79,ZA,1683682928
430,puerto baquerizo moreno,-0.9,-89.6,299.47,86,53,4.79,EC,1683682928
431,guiyang,26.5833,106.7167,287.42,94,100,3.0,CN,1683682929
432,sabang,5.8933,95.3214,301.9,68,92,5.11,ID,1683682929
433,santa terezinha,-29.9002,-50.0904,289.54,80,0,2.84,BR,1683682930
434,walvis bay,-22.9575,14.5053,287.68,77,0,2.57,NA,1683682614
435,ngambe,4.2333,10.6167,294.29,99,100,1.43,CM,1683682931
436,sainte-suzanne,-20.9061,55.6089,297.25,82,20,4.63,RE,1683682931
437,vicuna,-30.0319,-70.7081,282.0,19,61,0.41,CL,1683682931
438,cherepanovo,54.2222,83.381,282.26,48,100,3.16,RU,1683682932
439,daru,-9.0763,143.2092,299.72,90,100,6.91,PG,1683682702
440,alesund,62.4723,6.1549,287.66,87,100,1.54,NO,1683682604
441,les anglais,18.3054,-74.2197,298.93,80,49,3.16,HT,1683682933
442,las tablas,7.7667,-80.2833,299.36,99,95,6.23,PA,1683682933
443,hinton,53.4001,-117.5857,284.97,73,83,1.25,CA,1683682934
444,griffith,41.5284,-87.4237,290.11,62,0,1.54,US,1683682719
445,fray luis beltran,-39.3167,-65.7667,286.8,48,1,4.47,AR,1683682934
446,mirny,62.5353,113.9611,274.28,87,100,3.79,RU,1683682935
447,pingzhuang,42.0372,119.2889,294.73,15,64,3.76,CN,1683682935
448,tvoroyri,61.5556,-6.8111,281.78,92,69,4.04,FO,1683682853
449,akobo,7.4344,3.9497,296.64,94,96,1.59,NG,1683682936
450,huangshan,29.7114,118.3125,294.98,55,78,1.43,CN,1683682936
451,dubno,50.4169,25.7343,277.66,83,5,2.13,UA,1683682936
452,broken hill,-31.95,141.4333,287.85,50,0,4.74,AU,1683682815
453,banda aceh,5.5577,95.3222,302.39,66,87,4.02,ID,1683682937
454,bacong,9.2464,123.2956,303.14,79,20,1.03,PH,1683682937
455,nelson bay,-32.7167,152.15,293.15,65,83,4.02,AU,1683682632
456,tadmur,34.5608,38.2805,291.69,55,11,2.1,SY,1683682938
457,korsholm,63.1142,21.6822,282.59,60,0,5.14,FI,1683682855
458,gore,-46.1028,168.9436,281.18,82,42,3.62,NZ,1683682939
459,nova vicosa,-17.8919,-39.3719,296.75,77,66,2.74,BR,1683682253
460,al jawf,29.5,38.75,293.45,32,1,2.6,SA,1683682939
461,kashgar,39.4547,75.9797,288.71,33,0,4.0,CN,1683682940
462,jaguey grande,22.5269,-81.1286,298.13,83,78,1.97,CU,1683682940
463,tomatlan,19.9333,-105.25,298.67,74,0,1.49,MX,1683682941
464,miryang,35.4933,128.7489,295.18,34,100,0.53,KR,1683682941
465,brigantine,39.4101,-74.3646,286.48,72,0,1.54,US,1683682941
466,ar ruways,24.1103,52.7306,301.53,31,1,3.96,AE,1683682942
467,tukrah,32.5341,20.5791,295.36,44,100,8.72,LY,1683682942
468,fort leonard wood,37.7057,-92.1572,296.56,64,40,0.0,US,1683682943
469,north side,19.35,-81.2,301.19,82,20,2.57,KY,1683682943
470,duvall,47.7423,-121.9857,292.08,60,98,0.45,US,1683682944
471,ostersund,63.1792,14.6357,281.4,36,20,2.57,SE,1683682944
472,vila franca do campo,37.7167,-25.4333,291.38,95,90,1.86,PT,1683682944
473,cataingan,12.003,123.992,302.71,65,97,3.5,PH,1683682945
474,maceio,-9.6658,-35.7353,297.84,94,40,1.54,BR,1683682945
475,nagqu,31.5,92.0,273.31,50,100,6.58,CN,1683682797
476,puerto lempira,15.2667,-83.7667,299.45,82,1,4.41,HN,1683682658
477,aripuana,-9.1667,-60.6333,296.23,88,74,0.26,BR,1683682946
478,tefe,-3.3542,-64.7114,296.9,98,100,1.2,BR,1683682946
479,kayangel,8.0823,134.7173,301.79,74,96,1.67,PW,1683682658
480,gazojak,41.1875,61.4036,296.68,14,41,4.06,TM,1683682636
481,gilgit,35.9221,74.3087,285.11,34,0,2.8,PK,1683682947
482,el bayadh,33.6832,1.0193,289.12,45,48,1.32,DZ,1683682686
483,limassol,34.675,33.0333,292.19,82,0,4.12,CY,1683682948
484,hirara,24.8,125.2833,298.07,64,40,5.14,JP,1683682948
485,akureyri,65.6835,-18.0878,278.11,93,100,3.09,IS,1683682949
486,sananduva,-27.9497,-51.8067,282.59,86,0,1.11,BR,1683682949
487,zhangatas,43.5667,69.75,293.22,29,8,2.41,KZ,1683682950
488,juneau,58.3019,-134.4197,289.15,100,100,6.17,US,1683682950
489,nogliki,51.8333,143.1667,274.42,92,100,5.03,RU,1683682950
490,holly springs,35.6513,-78.8336,294.24,77,25,4.02,US,1683682951
491,nyurba,63.2842,118.3319,278.37,93,100,3.76,RU,1683682951
492,mariakani,-3.8633,39.4736,294.33,96,90,2.45,KE,1683682951
493,puerto escondido,15.85,-97.0667,303.61,62,75,2.57,MX,1683682952
494,valparaiso,-33.0393,-71.6273,288.15,64,0,1.54,CL,1683682858
495,hays,30.0502,-98.0336,293.92,85,100,0.89,US,1683682953
496,jawf al maqbabah,13.8378,45.8349,296.54,55,97,0.69,YE,1683682953
497,glace bay,46.1969,-59.957,275.81,78,40,7.2,CA,1683682954
498,bayganin,48.6947,55.8742,288.91,67,78,4.25,KZ,1683682954
499,srivardhan,18.0333,73.0167,302.01,75,99,2.42,IN,1683682954
500,uvalde,29.3669,-99.767,293.78,85,0,2.57,US,1683682955
501,yashkul',46.1711,45.3435,282.93,72,82,2.29,RU,1683682955
502,yuzhno-kurilsk,44.0306,145.8556,279.67,93,100,3.49,RU,1683682727
503,mugia,43.1041,-9.2179,284.77,79,100,3.5,ES,1683682956
504,canico,32.6333,-16.85,293.5,73,40,8.75,PT,1683682961
505,ezhva,61.8128,50.7283,280.03,70,0,3.0,RU,1683682961
506,garoowe,8.4054,48.4845,299.27,66,99,6.95,SO,1683682962
507,bahia de caraquez,-0.6,-80.4167,299.25,87,43,2.93,EC,1683682962
508,bargaal,11.2864,51.0773,300.22,77,92,1.41,SO,1683682962
509,makokou,0.5738,12.8642,294.85,98,98,1.68,GA,1683682963
510,nova xavantina,-14.6667,-52.35,294.57,71,94,1.21,BR,1683682963
511,geraldton,-28.7667,114.6,296.38,64,40,5.66,AU,1683682643
512,carutapera,-1.195,-46.02,297.86,92,91,2.27,BR,1683682964
513,songea,-10.6833,35.65,286.26,90,34,0.47,TZ,1683682964
514,lavrio,37.7145,24.0565,289.95,78,100,10.43,GR,1683682964
515,olgiate comasco,45.7854,8.9676,285.83,94,100,2.68,IT,1683682965
516,bikenibeu village,1.3673,173.1241,304.13,70,40,3.6,KI,1683682702
517,dzhalagash,45.0833,64.6667,296.31,16,50,4.31,KZ,1683682965
518,bandon,51.7469,-8.7425,283.92,80,100,5.47,IE,1683682966
519,forster,-32.1667,152.5167,293.92,60,49,2.24,AU,1683682966
520,okha,53.5739,142.9478,275.62,83,100,2.78,RU,1683682966
521,mendefera,14.8872,38.8153,292.73,56,26,0.48,ER,1683682967
522,dompu,-8.5356,118.4622,302.57,76,99,2.14,ID,1683682967
523,vegreville,53.5001,-112.0518,288.32,63,100,2.06,CA,1683682957
524,nyazepetrovsk,56.0531,59.6028,278.14,42,100,3.13,RU,1683682968
525,brookhaven,31.5791,-90.4407,294.71,97,100,1.28,US,1683682860
526,maholi,27.6667,80.4667,302.99,14,0,4.15,IN,1683682968
527,kirensk,57.7853,108.1119,284.57,66,97,5.52,RU,1683682968
528,burang,30.25,81.1667,270.36,68,57,1.53,CN,1683682969
529,prado,-17.3411,-39.2208,295.87,83,80,2.55,BR,1683682714
530,puerto madero,14.7208,-92.4215,302.26,65,75,5.14,MX,1683682969
531,hami,42.8,93.45,290.82,29,8,2.34,CN,1683682970
532,xiaoweizhai,26.1903,107.5125,288.44,98,100,1.31,CN,1683682970
533,ormara,25.2088,64.6357,300.82,77,7,2.63,PK,1683682971
534,tual,-5.6667,132.75,300.12,85,97,7.43,ID,1683682684
535,ad dilam,23.9915,47.1627,303.38,16,83,4.94,SA,1683682671
536,baruun-urt,46.6806,113.2792,292.26,19,100,4.13,MN,1683682972
537,merizo village,13.2658,144.6691,303.47,83,31,3.87,GU,1683682704
538,kerikeri,-35.2268,173.9474,290.88,93,55,0.89,NZ,1683682669
539,kruisfontein,-34.0033,24.7314,286.56,79,51,2.39,ZA,1683682973
540,nouadhibou,20.931,-17.0347,292.14,88,75,5.14,MR,1683682647
541,vilyuysk,63.7553,121.6247,277.96,99,100,2.33,RU,1683682253
